HS|"id","nm"
YM|"32.15.09","Tirtajaya"
WN|"32.15.10","Pedes"
XN|"32.15.11","Cibuaya"
YN|"32.15.12","Pakisjaya"
ZN|"32.15.13","Cikampek"
AO|"32.15.14","Jatisari"
BO|"32.15.15","Cilamaya Wetan"
CO|"32.15.16","Tirtamulya"
DO|"32.15.17","Telagasari"
EO|"32.15.18","Rawamerta"
FO|"32.15.19","Lemahabang"
DP|"32.15.20","Tempuran"
EP|"32.15.21","Majalaya"
FP|"32.15.22","Jayakerta"
GP|"32.15.23","Cilamaya Kulon"
HP|"32.15.24","Banyusari"
IP|"32.15.25","Kota Baru"
JP|"32.15.26","Karawang Timur"
KP|"32.15.27","Telukjambe Barat"
LP|"32.15.28","Tegalwaru"
MP|"32.15.29","Purwasari"
KQ|"32.15.30","Cilebar"
VQ|"32.16.01","Tarumajaya"
WQ|"32.16.02","Babelan"
XQ|"32.16.03","Sukawangi"
YQ|"32.16.04","Tambelang"
ZQ|"32.16.05","Tambun Utara"
AR|"32.16.06","Tambun Selatan"
BR|"32.16.07","Cibitung"
CR|"32.16.08","Cikarang Barat"
DR|"32.16.09","Cikarang Utara"
BS|"32.16.10","Karang Bahagia"
CS|"32.16.11","Cikarang Timur"
DS|"32.16.12","Kedung Waringin"
ES|"32.16.13","Pebayuran"
FS|"32.16.14","Sukakarya"
GS|"32.16.15","Sukatani"
HS|"32.16.16","Cabangbungin"
IS|"32.16.17","Muaragembong"
JS|"32.16.18","Setu"
KS|"32.16.19","Cikarang Selatan"
IT|"32.16.20","Cikarang Pusat"
JT|"32.16.21","Serang Baru"
KT|"32.16.22","Cibarusah"
LT|"32.16.23","Bojongmangu"
AV|"32.17.01","Lembang"
BV|"32.17.02","Parongpong"
CV|"32.17.03","Cisarua"
DV|"32.17.04","Cikalongwetan"
EV|"32.17.05","Cipeundeuy"
FV|"32.17.06","Ngamprah"
GV|"32.17.07","Cipatat"
HV|"32.17.08","Padalarang"
IV|"32.17.09","Batujajar"
GW|"32.17.10","Cihampelas"
HW|"32.17.11","Cililin"
IW|"32.17.12","Cipongkor"
JW|"32.17.13","Rongga"
KW|"32.17.14","Sindangkerta"
LW|"32.17.15","Gununghalu"
MW|"32.17.16","Saguling"
FZ|"32.18.01","Parigi"
GZ|"32.18.02","Cijulang"
HZ|"32.18.03","Cimerak"
IZ|"32.18.04","Cigugur"
JZ|"32.18.05","Langkaplancar"
KZ|"32.18.06","Mangunjaya"
LZ|"32.18.07","Padaherang"
MZ|"32.18.08","Kalipucang"
NZ|"32.18.09","Pangandaran"
LA|"32.18.10","Sidamulih"
YT|"32.71.01","Bogor Selatan"
ZT|"32.71.02","Bogor Timur"
AU|"32.71.03","Bogor Tengah"
BU|"32.71.04","Bogor Barat"
CU|"32.71.05","Bogor Utara"
DU|"32.71.06","Tanah Sareal"
DY|"32.72.01","Gunung Puyuh"
EY|"32.72.02","Cikole"
FY|"32.72.03","Citamiang"
GY|"32.72.04","Warudoyong"
HY|"32.72.05","Baros"
IY|"32.72.06","Lembursitu"
JY|"32.72.07","Cibeureum"
IC|"32.73.01","Sukasari"
JC|"32.73.02","Coblong"
KC|"32.73.03","Babakan Ciparay"
LC|"32.73.04","Bojongloa Kaler"
MC|"32.73.05","Andir"
NC|"32.73.06","Cicendo"
OC|"32.73.07","Sukajadi"
PC|"32.73.08","Cidadap"
QC|"32.73.09","Bandung Wetan"
OD|"32.73.10","Astanaanyar"
PD|"32.73.11","Regol"
QD|"32.73.12","Batununggal"
RD|"32.73.13","Lengkong"
SD|"32.73.14","Cibeunying Kidul"
TD|"32.73.15","Bandung Kulon"
UD|"32.73.16","Kiaracondong"
VD|"32.73.17","Bojongloa Kidul"
WD|"32.73.18","Cibeunying Kaler"
XD|"32.73.19","Sumur Bandung"
VE|"32.73.20","Antapani"
WE|"32.73.21","Bandung Kidul"
XE|"32.73.22","Buahbatu"
YE|"32.73.23","Rancasari"
ZE|"32.73.24","Arcamanik"
AF|"32.73.25","Cibiru"
BF|"32.73.26","Ujungberung"
CF|"32.73.27","Gedebage"
DF|"32.73.28","Panyileukan"
EF|"32.73.29","Cinambo"
CG|"32.73.30","Mandalajati"
NG|"32.74.01","Kejaksan"
OG|"32.74.02","Lemahwungkuk"
PG|"32.74.03","Harjamukti"
QG|"32.74.04","Pekalipan"
RG|"32.74.05","Kesambi"
SK|"32.75.01","Bekasi Timur"
TK|"32.75.02","Bekasi Barat"
UK|"32.75.03","Bekasi Utara"
VK|"32.75.04","Bekasi Selatan"
WK|"32.75.05","Rawalumbu"
XK|"32.75.06","Medansatria"
YK|"32.75.07","Bantargebang"
ZK|"32.75.08","Pondokgede"
AL|"32.75.09","Jatiasih"
YL|"32.75.10","Jatisampurna"
ZL|"32.75.11","Mustikajaya"
AM|"32.75.12","Pondokmelati"
XO|"32.76.01","Pancoran Mas"
YO|"32.76.02","Cimanggis"
ZO|"32.76.03","Sawangan"
AP|"32.76.04","Limo"
BP|"32.76.05","Sukmajaya"
CP|"32.76.06","Beji"
DP|"32.76.07","Cipayung"
EP|"32.76.08","Cilodong"
FP|"32.76.09","Cinere"
DQ|"32.76.10","Tapos"
EQ|"32.76.11","Bojongsari"
CT|"32.77.01","Cimahi Selatan"
DT|"32.77.02","Cimahi Tengah"
ET|"32.77.03","Cimahi Utara"
HX|"32.78.01","Cihideung"
IX|"32.78.02","Cipedes"
JX|"32.78.03","Tawang"
KX|"32.78.04","Indihiang"
LX|"32.78.05","Kawalu"
MX|"32.78.06","Cibeureum"
NX|"32.78.07","Tamansari"
OX|"32.78.08","Mangkubumi"
PX|"32.78.09","Bungursari"
NY|"32.78.10","Purbaratu"
MB|"32.79.01","Banjar"
NB|"32.79.02","Pataruman"
OB|"32.79.03","Purwaharja"
PB|"32.79.04","Langensari"
MC|"33.01.01","Kedungreja"
NC|"33.01.02","Kesugihan"
OC|"33.01.03","Adipala"
PC|"33.01.04","Binangun"
QC|"33.01.05","Nusawungu"
RC|"33.01.06","Kroya"
SC|"33.01.07","Maos"
TC|"33.01.08","Jeruklegi"
UC|"33.01.09","Kawunganten"
SD|"33.01.10","Gandrungmangu"
TD|"33.01.11","Sidareja"
UD|"33.01.12","Karangpucung"
VD|"33.01.13","Cimanggu"
WD|"33.01.14","Majenang"
XD|"33.01.15","Wanareja"
YD|"33.01.16","Dayeuhluhur"
ZD|"33.01.17","Sampang"
AE|"33.01.18","Cipari"
BE|"33.01.19","Patimuan"
ZE|"33.01.20","Bantarsari"
AF|"33.01.21","Cilacap Selatan"
BF|"33.01.22","Cilacap Tengah"
CF|"33.01.23","Cilacap Utara"
DF|"33.01.24","Kampung Laut"
RG|"33.02.01","Lumbir"
SG|"33.02.02","Wangon"
TG|"33.02.03","Jatilawang"
UG|"33.02.04","Rawalo"
VG|"33.02.05","Kebasen"
WG|"33.02.06","Kemranjen"
XG|"33.02.07","Sumpiuh"
YG|"33.02.08","Tambak"
ZG|"33.02.09","Somagede"
XH|"33.02.10","Kalibagor"
YH|"33.02.11","Banyumas"
ZH|"33.02.12","Patikraja"
AI|"33.02.13","Purwojati"
BI|"33.02.14","Ajibarang"
CI|"33.02.15","Gumelar"
DI|"33.02.16","Pekuncen"
EI|"33.02.17","Cilongok"
FI|"33.02.18","Karanglewas"
GI|"33.02.19","Sokaraja"
EJ|"33.02.20","Kembaran"
FJ|"33.02.21","Sumbang"
GJ|"33.02.22","Baturraden"
HJ|"33.02.23","Kedungbanteng"
IJ|"33.02.24","Purwokerto Selatan"
JJ|"33.02.25","Purwokerto Barat"
KJ|"33.02.26","Purwokerto Timur"
LJ|"33.02.27","Purwokerto Utara"
WK|"33.03.01","Kemangkon"
XK|"33.03.02","Bukateja"
YK|"33.03.03","Kejobong"
ZK|"33.03.04","Kaligondang"
AL|"33.03.05","Purbalingga"
BL|"33.03.06","Kalimanah"
CL|"33.03.07","Kutasari"
DL|"33.03.08","Mrebet"
EL|"33.03.09","Bobotsari"
CM|"33.03.10","Karangreja"
DM|"33.03.11","Karanganyar"
EM|"33.03.12","Karangmoncol"
FM|"33.03.13","Rembang"
GM|"33.03.14","Bojongsari"
HM|"33.03.15","Padamara"
IM|"33.03.16","Pengadegan"
JM|"33.03.17","Karangjambu"
KM|"33.03.18","Kertanegara"
BP|"33.04.01","Susukan"
CP|"33.04.02","Purworeja Klampok"
DP|"33.04.03","Mandiraja"
EP|"33.04.04","Purwanegara"
FP|"33.04.05","Bawang"
GP|"33.04.06","Banjarnegara"
HP|"33.04.07","Sigaluh"
IP|"33.04.08","Madukara"
JP|"33.04.09","Banjarmangu"
HQ|"33.04.10","Wanadadi"
IQ|"33.04.11","Rakit"
JQ|"33.04.12","Punggelan"
KQ|"33.04.13","Karangkobar"
LQ|"33.04.14","Pagentan"
MQ|"33.04.15","Pejawaran"
NQ|"33.04.16","Batur"
OQ|"33.04.17","Wanayasa"
PQ|"33.04.18","Kalibening"
QQ|"33.04.19","Pandanarum"
OR|"33.04.20","Pagedongan"
GT|"33.05.01","Ayah"
HT|"33.05.02","Buayan"
IT|"33.05.03","Puring"
JT|"33.05.04","Petanahan"
KT|"33.05.05","Klirong"
LT|"33.05.06","Buluspesantren"
MT|"33.05.07","Ambal"
NT|"33.05.08","Mirit"
OT|"33.05.09","Prembun"
MU|"33.05.10","Kutowinangun"
NU|"33.05.11","Alian"
OU|"33.05.12","Kebumen"
PU|"33.05.13","Pejagoan"
QU|"33.05.14","Sruweng"
RU|"33.05.15","Adimulyo"
SU|"33.05.16","Kuwarasan"
TU|"33.05.17","Rowokele"
UU|"33.05.18","Sempor"
VU|"33.05.19","Gombong"
TV|"33.05.20","Karanganyar"
UV|"33.05.21","Karanggayam"
VV|"33.05.22","Sadang"
WV|"33.05.23","Bonorowo"
XV|"33.05.24","Padureso"
YV|"33.05.25","Poncowarno"
ZV|"33.05.26","Karangsambung"
LX|"33.06.01","Grabag"
MX|"33.06.02","Ngombol"
NX|"33.06.03","Purwodadi"
OX|"33.06.04","Bagelen"
PX|"33.06.05","Kaligesing"
QX|"33.06.06","Purworejo"
RX|"33.06.07","Banyuurip"
SX|"33.06.08","Bayan"
TX|"33.06.09","Kutoarjo"
RY|"33.06.10","Butuh"
SY|"33.06.11","Pituruh"
TY|"33.06.12","Kemiri"
UY|"33.06.13","Bruno"
VY|"33.06.14","Gebang"
WY|"33.06.15","Loano"
XY|"33.06.16","Bener"
QB|"33.07.01","Wadaslintang"
RB|"33.07.02","Kepil"
SB|"33.07.03","Sapuran"
TB|"33.07.04","Kaliwiro"
UB|"33.07.05","Leksono"
VB|"33.07.06","Selomerto"
WB|"33.07.07","Kalikajar"
XB|"33.07.08","Kertek"
YB|"33.07.09","Wonosobo"
WC|"33.07.10","Watumalang"
XC|"33.07.11","Mojotengah"
YC|"33.07.12","Garung"
ZC|"33.07.13","Kejajar"
AD|"33.07.14","Sukoharjo"
BD|"33.07.15","Kalibawang"
VF|"33.08.01","Salaman"
WF|"33.08.02","Borobudur"
XF|"33.08.03","Ngluwar"
YF|"33.08.04","Salam"
ZF|"33.08.05","Srumbung"
AG|"33.08.06","Dukun"
BG|"33.08.07","Sawangan"
CG|"33.08.08","Muntilan"
DG|"33.08.09","Mungkid"
BH|"33.08.10","Mertoyudan"
CH|"33.08.11","Tempuran"
DH|"33.08.12","Kajoran"
EH|"33.08.13","Kaliangkrik"
FH|"33.08.14","Bandongan"
GH|"33.08.15","Candimulyo"
HH|"33.08.16","Pakis"
IH|"33.08.17","Ngablak"
JH|"33.08.18","Grabag"
KH|"33.08.19","Tegalrejo"
II|"33.08.20","Secang"
JI|"33.08.21","Windusari"
AK|"33.09.01","Selo"
BK|"33.09.02","Ampel"
CK|"33.09.03","Cepogo"
DK|"33.09.04","Musuk"
EK|"33.09.05","Boyolali"
FK|"33.09.06","Mojosongo"
GK|"33.09.07","Teras"
HK|"33.09.08","Sawit"
IK|"33.09.09","Banyudono"
GL|"33.09.10","Sambi"
HL|"33.09.11","Ngemplak"
IL|"33.09.12","Nogosari"
JL|"33.09.13","Simo"
KL|"33.09.14","Karanggede"
LL|"33.09.15","Klego"
ML|"33.09.16","Andong"
NL|"33.09.17","Kemusu"
OL|"33.09.18","Wonosegoro"
PL|"33.09.19","Juwangi"
NM|"33.09.20","Gladagsari"
OM|"33.09.21","Tamansari"
PM|"33.09.22","Wonosamodro"
QG|"33.10.01","Prambanan"
RG|"33.10.02","Gantiwarno"
SG|"33.10.03","Wedi"
TG|"33.10.04","Bayat"
UG|"33.10.05","Cawas"
VG|"33.10.06","Trucuk"
WG|"33.10.07","Kebonarum"
XG|"33.10.08","Jogonalan"
YG|"33.10.09","Manisrenggo"
WH|"33.10.10","Karangnongko"
XH|"33.10.11","Ceper"
YH|"33.10.12","Pedan"
ZH|"33.10.13","Karangdowo"
AI|"33.10.14","Juwiring"
BI|"33.10.15","Wonosari"
CI|"33.10.16","Delanggu"
DI|"33.10.17","Polanharjo"
EI|"33.10.18","Karanganom"
FI|"33.10.19","Tulung"
DJ|"33.10.20","Jatinom"
EJ|"33.10.21","Kemalang"
FJ|"33.10.22","Ngawen"
GJ|"33.10.23","Kalikotes"
HJ|"33.10.24","Klaten Utara"
IJ|"33.10.25","Klaten Tengah"
JJ|"33.10.26","Klaten Selatan"
VK|"33.11.01","Weru"
WK|"33.11.02","Bulu"
XK|"33.11.03","Tawangsari"
YK|"33.11.04","Sukoharjo"
ZK|"33.11.05","Nguter"
AL|"33.11.06","Bendosari"
BL|"33.11.07","Polokarto"
CL|"33.11.08","Mojolaban"
DL|"33.11.09","Grogol"
BM|"33.11.10","Baki"
CM|"33.11.11","Gatak"
DM|"33.11.12","Kartasura"
AP|"33.12.01","Pracimantoro"
BP|"33.12.02","Giritontro"
CP|"33.12.03","Giriwoyo"
DP|"33.12.04","Batuwarno"
EP|"33.12.05","Tirtomoyo"
FP|"33.12.06","Nguntoronadi"
GP|"33.12.07","Baturetno"
HP|"33.12.08","Eromoko"
IP|"33.12.09","Wuryantoro"
GQ|"33.12.10","Manyaran"
HQ|"33.12.11","Selogiri"
IQ|"33.12.12","Wonogiri"
JQ|"33.12.13","Ngadirojo"
KQ|"33.12.14","Sidoharjo"
LQ|"33.12.15","Jatiroto"
MQ|"33.12.16","Kismantoro"
NQ|"33.12.17","Purwantoro"
OQ|"33.12.18","Bulukerto"
PQ|"33.12.19","Slogohimo"
NR|"33.12.20","Jatisrono"
OR|"33.12.21","Jatipurno"
PR|"33.12.22","Girimarto"
QR|"33.12.23","Karangtengah"
RR|"33.12.24","Paranggupito"
SR|"33.12.25","Puhpelem"
FT|"33.13.01","Jatipuro"
GT|"33.13.02","Jatiyoso"
HT|"33.13.03","Jumapolo"
IT|"33.13.04","Jumantono"
JT|"33.13.05","Matesih"
KT|"33.13.06","Tawangmangu"
LT|"33.13.07","Ngargoyoso"
MT|"33.13.08","Karangpandan"
NT|"33.13.09","Karanganyar"
LU|"33.13.10","Tasikmadu"
MU|"33.13.11","Jaten"
NU|"33.13.12","Colomadu"
OU|"33.13.13","Gondangrejo"
PU|"33.13.14","Kebakkramat"
QU|"33.13.15","Mojogedang"
RU|"33.13.16","Kerjo"
SU|"33.13.17","Jenawi"
KX|"33.14.01","Kalijambe"
LX|"33.14.02","Plupuh"
MX|"33.14.03","Masaran"
NX|"33.14.04","Kedawung"
OX|"33.14.05","Sambirejo"
PX|"33.14.06","Gondang"
QX|"33.14.07","Sambungmacan"
RX|"33.14.08","Ngrampal"
SX|"33.14.09","Karangmalang"
QY|"33.14.10","Sragen"
RY|"33.14.11","Sidoharjo"
SY|"33.14.12","Tanon"
TY|"33.14.13","Gemolong"
UY|"33.14.14","Miri"
VY|"33.14.15","Sumberlawang"
WY|"33.14.16","Mondokan"
XY|"33.14.17","Sukodono"
YY|"33.14.18","Gesi"
ZY|"33.14.19","Tangen"
XZ|"33.14.20","Jenar"
PB|"33.15.01","Kedungjati"
QB|"33.15.02","Karangrayung"
RB|"33.15.03","Penawangan"
SB|"33.15.04","Toroh"
TB|"33.15.05","Geyer"
UB|"33.15.06","Pulokulon"
VB|"33.15.07","Kradenan"
WB|"33.15.08","Gabus"
XB|"33.15.09","Ngaringan"
VC|"33.15.10","Wirosari"
WC|"33.15.11","Tawangharjo"
XC|"33.15.12","Grobogan"
YC|"33.15.13","Purwodadi"
ZC|"33.15.14","Brati"
AD|"33.15.15","Klambu"
BD|"33.15.16","Godong"
CD|"33.15.17","Gubug"
DD|"33.15.18","Tegowanu"
ED|"33.15.19","Tanggungharjo"
UF|"33.16.01","Jati"
VF|"33.16.02","Randublatung"
WF|"33.16.03","Kradenan"
XF|"33.16.04","Kedungtuban"
YF|"33.16.05","Cepu"
ZF|"33.16.06","Sambong"
AG|"33.16.07","Jiken"
BG|"33.16.08","Jepon"
CG|"33.16.09","Blora"
AH|"33.16.10","Tunjungan"
BH|"33.16.11","Banjarejo"
CH|"33.16.12","Ngawen"
DH|"33.16.13","Kunduran"
EH|"33.16.14","Todanan"
FH|"33.16.15","Bogorejo"
GH|"33.16.16","Japah"
ZJ|"33.17.01","Sumber"
AK|"33.17.02","Bulu"
BK|"33.17.03","Gunem"
CK|"33.17.04","Sale"
DK|"33.17.05","Sarang"
EK|"33.17.06","Sedan"
FK|"33.17.07","Pamotan"
GK|"33.17.08","Sulang"
HK|"33.17.09","Kaliori"
FL|"33.17.10","Rembang"
GL|"33.17.11","Pancur"
HL|"33.17.12","Kragan"
IL|"33.17.13","Sluke"
JL|"33.17.14","Lasem"
EO|"33.18.01","Sukolilo"
FO|"33.18.02","Kayen"
GO|"33.18.03","Tambakromo"
HO|"33.18.04","Winong"
IO|"33.18.05","Pucakwangi"
JO|"33.18.06","Jaken"
KO|"33.18.07","Batangan"
LO|"33.18.08","Juwana"
MO|"33.18.09","Jakenan"
KP|"33.18.10","Pati"
LP|"33.18.11","Gabus"
MP|"33.18.12","Margorejo"
NP|"33.18.13","Gembong"
OP|"33.18.14","Tlogowungu"
PP|"33.18.15","Wedarijaksa"
QP|"33.18.16","Margoyoso"
RP|"33.18.17","Gunungwungkal"
SP|"33.18.18","Cluwak"
TP|"33.18.19","Tayu"
RQ|"33.18.20","Dukuhseti"
SQ|"33.18.21","Trangkil"
JS|"33.19.01","Kaliwungu"
KS|"33.19.02","Kota Kudus"
LS|"33.19.03","Jati"
MS|"33.19.04","Undaan"
NS|"33.19.05","Mejobo"
OS|"33.19.06","Jekulo"
PS|"33.19.07","Bae"
QS|"33.19.08","Gebog"
RS|"33.19.09","Dawe"
ZO|"33.20.01","Kedung"
AP|"33.20.02","Pecangaan"
BP|"33.20.03","Welahan"
CP|"33.20.04","Mayong"
DP|"33.20.05","Batealit"
EP|"33.20.06","Jepara"
FP|"33.20.07","Mlonggo"
GP|"33.20.08","Bangsri"
HP|"33.20.09","Keling"
FQ|"33.20.10","Karimunjawa"
GQ|"33.20.11","Tahunan"
HQ|"33.20.12","Nalumsari"
IQ|"33.20.13","Kalinyamatan"
JQ|"33.20.14","Kembang"
KQ|"33.20.15","Pakis Aji"
LQ|"33.20.16","Donorojo"
ET|"33.21.01","Mranggen"
FT|"33.21.02","Karangawen"
GT|"33.21.03","Guntur"
HT|"33.21.04","Sayung"
IT|"33.21.05","Karangtengah"
JT|"33.21.06","Wonosalam"
KT|"33.21.07","Dempet"
LT|"33.21.08","Gajah"
MT|"33.21.09","Karanganyar"
KU|"33.21.10","Mijen"
LU|"33.21.11","Demak"
MU|"33.21.12","Bonang"
NU|"33.21.13","Wedung"
OU|"33.21.14","Kebonagung"
JX|"33.22.01","Getasan"
KX|"33.22.02","Tengaran"
LX|"33.22.03","Susukan"
MX|"33.22.04","Suruh"
NX|"33.22.05","Pabelan"
OX|"33.22.06","Tuntang"
PX|"33.22.07","Banyubiru"
QX|"33.22.08","Jambu"
RX|"33.22.09","Sumowono"
PY|"33.22.10","Ambarawa"
QY|"33.22.11","Bawen"
RY|"33.22.12","Bringin"
SY|"33.22.13","Bergas"
UY|"33.22.15","Pringapus"
VY|"33.22.16","Bancak"
WY|"33.22.17","Kaliwungu"
XY|"33.22.18","Ungaran Barat"
YY|"33.22.19","Ungaran Timur"
WZ|"33.22.20","Bandungan"
OB|"33.23.01","Bulu"
PB|"33.23.02","Tembarak"
QB|"33.23.03","Temanggung"
RB|"33.23.04","Pringsurat"
SB|"33.23.05","Kaloran"
TB|"33.23.06","Kandangan"
UB|"33.23.07","Kedu"
VB|"33.23.08","Parakan"
WB|"33.23.09","Ngadirejo"
UC|"33.23.10","Jumo"
VC|"33.23.11","Tretep"
WC|"33.23.12","Candiroto"
XC|"33.23.13","Kranggan"
YC|"33.23.14","Tlogomulyo"
ZC|"33.23.15","Selopampang"
AD|"33.23.16","Bansari"
BD|"33.23.17","Kledung"
CD|"33.23.18","Bejen"
DD|"33.23.19","Wonoboyo"
BE|"33.23.20","Gemawang"
TF|"33.24.01","Plantungan"
UF|"33.24.02","Pageruyung"
VF|"33.24.03","Sukorejo"
WF|"33.24.04","Patean"
XF|"33.24.05","Singorojo"
YF|"33.24.06","Limbangan"
ZF|"33.24.07","Boja"
AG|"33.24.08","Kaliwungu"
BG|"33.24.09","Brangsong"
ZG|"33.24.10","Pegandon"
AH|"33.24.11","Gemuh"
BH|"33.24.12","Weleri"
CH|"33.24.13","Cepiring"
DH|"33.24.14","Patebon"
EH|"33.24.15","Kendal"
FH|"33.24.16","Rowosari"
GH|"33.24.17","Kangkung"
HH|"33.24.18","Ringinarum"
IH|"33.24.19","Ngampel"
GI|"33.24.20","Kaliwungu Selatan"
YJ|"33.25.01","Wonotunggal"
ZJ|"33.25.02","Bandar"
AK|"33.25.03","Blado"
BK|"33.25.04","Reban"
CK|"33.25.05","Bawang"
DK|"33.25.06","Tersono"
EK|"33.25.07","Gringsing"
FK|"33.25.08","Limpung"
GK|"33.25.09","Subah"
EL|"33.25.10","Tulis"
FL|"33.25.11","Batang"
GL|"33.25.12","Warungasem"
HL|"33.25.13","Kandeman"
IL|"33.25.14","Pecalungan"
JL|"33.25.15","Banyuputih"
DO|"33.26.01","Kandangserang"
EO|"33.26.02","Paninggaran"
FO|"33.26.03","Lebakbarang"
GO|"33.26.04","Petungkriyono"
HO|"33.26.05","Talun"
IO|"33.26.06","Doro"
JO|"33.26.07","Karanganyar"
KO|"33.26.08","Kajen"
LO|"33.26.09","Kesesi"
JP|"33.26.10","Sragi"
KP|"33.26.11","Bojong"
LP|"33.26.12","Wonopringgo"
MP|"33.26.13","Kedungwuni"
NP|"33.26.14","Buaran"
OP|"33.26.15","Tirto"
PP|"33.26.16","Wiradesa"
QP|"33.26.17","Siwalan"
RP|"33.26.18","Karangdadap"
SP|"33.26.19","Wonokerto"
IS|"33.27.01","Moga"
JS|"33.27.02","Pulosari"
KS|"33.27.03","Belik"
LS|"33.27.04","Watukumpul"
MS|"33.27.05","Bodeh"
NS|"33.27.06","Bantarbolang"
OS|"33.27.07","Randudongkal"
PS|"33.27.08","Pemalang"
QS|"33.27.09","Taman"
OT|"33.27.10","Petarukan"
PT|"33.27.11","Ampelgading"
QT|"33.27.12","Comal"
RT|"33.27.13","Ulujami"
ST|"33.27.14","Warungpring"
NW|"33.28.01","Margasari"
OW|"33.28.02","Bumijawa"
PW|"33.28.03","Bojong"
QW|"33.28.04","Balapulang"
RW|"33.28.05","Pagerbarang"
SW|"33.28.06","Lebaksiu"
TW|"33.28.07","Jatinegara"
UW|"33.28.08","Kedungbanteng"
VW|"33.28.09","Pangkah"
TX|"33.28.10","Slawi"
UX|"33.28.11","Adiwerna"
VX|"33.28.12","Talang"
WX|"33.28.13","Dukuhturi"
XX|"33.28.14","Tarub"
YX|"33.28.15","Kramat"
ZX|"33.28.16","Suradadi"
AY|"33.28.17","Warureja"
BY|"33.28.18","Dukuhwaru"
SA|"33.29.01","Salem"
TA|"33.29.02","Bantarkawung"
UA|"33.29.03","Bumiayu"
VA|"33.29.04","Paguyangan"
WA|"33.29.05","Sirampog"
XA|"33.29.06","Tonjong"
YA|"33.29.07","Jatibarang"
ZA|"33.29.08","Wanasari"
AB|"33.29.09","Brebes"
YB|"33.29.10","Songgom"
ZB|"33.29.11","Kersana"
AC|"33.29.12","Losari"
BC|"33.29.13","Tanjung"
CC|"33.29.14","Bulakamba"
DC|"33.29.15","Larangan"
EC|"33.29.16","Ketanggungan"
FC|"33.29.17","Banjarharjo"
XI|"33.71.01","Magelang Selatan"
YI|"33.71.02","Magelang Utara"
ZI|"33.71.03","Magelang Tengah"
CN|"33.72.01","Laweyan"
DN|"33.72.02","Serengan"
EN|"33.72.03","Pasar Kliwon"
FN|"33.72.04","Jebres"
GN|"33.72.05","Banjarsari"
HR|"33.73.01","Sidorejo"
IR|"33.73.02","Tingkir"
JR|"33.73.03","Argomulyo"
KR|"33.73.04","Sidomukti"
MV|"33.74.01","Semarang Tengah"
NV|"33.74.02","Semarang Utara"
OV|"33.74.03","Semarang Timur"
PV|"33.74.04","Gayamsari"
QV|"33.74.05","Genuk"
RV|"33.74.06","Pedurungan"
SV|"33.74.07","Semarang Selatan"
TV|"33.74.08","Candisari"
UV|"33.74.09","Gajahmungkur"
SW|"33.74.10","Tembalang"
TW|"33.74.11","Banyumanik"
UW|"33.74.12","Gunungpati"
VW|"33.74.13","Semarang Barat"
WW|"33.74.14","Mijen"
XW|"33.74.15","Ngaliyan"
YW|"33.74.16","Tugu"
RZ|"33.75.01","Pekalongan Barat"
SZ|"33.75.02","Pekalongan Timur"
TZ|"33.75.03","Pekalongan Utara"
UZ|"33.75.04","Pekalongan Selatan"
WD|"33.76.01","Tegal Barat"
XD|"33.76.02","Tegal Timur"
YD|"33.76.03","Tegal Selatan"
ZD|"33.76.04","Margadana"
PT|"34.01.01","Temon"
QT|"34.01.02","Wates"
RT|"34.01.03","Panjatan"
ST|"34.01.04","Galur"
TT|"34.01.05","Lendah"
UT|"34.01.06","Sentolo"
VT|"34.01.07","Pengasih"
WT|"34.01.08","Kokap"
XT|"34.01.09","Girimulyo"
VU|"34.01.10","Nanggulan"
WU|"34.01.11","Samigaluh"
XU|"34.01.12","Kalibawang"
UX|"34.02.01","Srandakan"
VX|"34.02.02","Sanden"
WX|"34.02.03","Kretek"
XX|"34.02.04","Pundong"
YX|"34.02.05","Bambanglipuro"
ZX|"34.02.06","Pandak"
AY|"34.02.07","Pajangan"
BY|"34.02.08","Bantul"
CY|"34.02.09","Jetis"
AZ|"34.02.10","Imogiri"
BZ|"34.02.11","Dlingo"
CZ|"34.02.12","Banguntapan"
DZ|"34.02.13","Pleret"
EZ|"34.02.14","Piyungan"
FZ|"34.02.15","Sewon"
GZ|"34.02.16","Kasihan"
HZ|"34.02.17","Sedayu"
ZB|"34.03.01","Wonosari"
AC|"34.03.02","Nglipar"
BC|"34.03.03","Playen"
CC|"34.03.04","Patuk"
DC|"34.03.05","Paliyan"
EC|"34.03.06","Panggang"
FC|"34.03.07","Tepus"
GC|"34.03.08","Semanu"
HC|"34.03.09","Karangmojo"
FD|"34.03.10","Ponjong"
GD|"34.03.11","Rongkop"
HD|"34.03.12","Semin"
ID|"34.03.13","Ngawen"
JD|"34.03.14","Gedangsari"
KD|"34.03.15","Saptosari"
LD|"34.03.16","Girisubo"
MD|"34.03.17","Tanjungsari"
ND|"34.03.18","Purwosari"
EG|"34.04.01","Gamping"
FG|"34.04.02","Godean"
GG|"34.04.03","Moyudan"
HG|"34.04.04","Minggir"
IG|"34.04.05","Seyegan"
JG|"34.04.06","Mlati"
KG|"34.04.07","Depok"
LG|"34.04.08","Berbah"
MG|"34.04.09","Prambanan"
KH|"34.04.10","Kalasan"
LH|"34.04.11","Ngemplak"
MH|"34.04.12","Ngaglik"
NH|"34.04.13","Sleman"
OH|"34.04.14","Tempel"
PH|"34.04.15","Turi"
